labid,age,error,depth,cc
Core top,-26,20,25,0
Biostratigraphic_ pollen,160,50,62,0
A-1821,5610,110,106,1
A-1869,8930,160,126,1
A-1870,12540,180,150,1
A-1871,12750,220,210,1
A-1872,15310,420,314.5,1
A-1822,16230,300,428,1
A-1873,18300,1300,601,1
A-1823,18760,320,693.5,1
A-1874,25000,3000,973.5,1
