depth	min	max	median	mean
6	-50	72	1	4
8	-47	108	15	20
21	-19	336	112	125
32	58	386	213	215
39	82	447	276	273
43	134	465	301	303
52	275	491	348	367
65	337	579	433	444
102	439	744	592	591
112	485	767	634	632
150	697	877	779	781
156	722	896	800	803
171	768	942	845	846
186	816	1032	911	912
198	844	1232	976	994
246	1079	1809	1369	1390
268	1225	2023	1579	1591
279	1285	2144	1702	1703
293	1426	2255	1847	1844
322	1704	2499	2146	2135
328	1796	2530	2208	2197
357	2237	2688	2499	2492
369	2434	2759	2628	2626
373	2475	2846	2672	2672
392	2629	3165	2887	2890
405	2746	3346	3035	3038
414	2824	3411	3147	3140
425	2988	3510	3274	3267
435	3179	3568	3389	3384
445	3340	3646	3488	3490
455	3465	3718	3580	3584
465	3546	3840	3678	3683
475	3600	4023	3779	3786
