labid,age,error,depth,cc
Core top,-44,10,0,0
CAMS 80346,405,40,54.5,1
CAMS 80347,915,40,153.5,1
CAMS 80349,930,40,182.5,1
CAMS 80348,520,640,254.5,1
CAMS 80350,2540,40,368.5,1
CAMS 75225,3330,40,450.5,1
CAMS 75226,3430,60,470.5,1
