depth	min	max	median	mean
0	-43	-37	-40	-40
12	7	288	107	117
32	182	609	370	376
52	406	876	633	635
72	674	1116	893	894
82	830	1224	1020	1024
90	941	1335	1130	1133
100	1045	1551	1272	1279
110	1153	1745	1416	1425
120	1270	1917	1562	1570
130	1393	2094	1707	1717
140	1518	2268	1856	1866
150	1650	2425	2002	2012
160	1785	2586	2149	2159
170	1918	2743	2295	2304
180	2064	2891	2439	2451
190	2212	3052	2585	2598
200	2361	3197	2727	2745
210	2520	3336	2872	2891
220	2686	3523	3046	3065
230	2857	3754	3260	3273
240	3029	3978	3470	3480
250	3215	4197	3686	3690
260	3411	4399	3897	3899
270	3618	4606	4108	4109
280	3831	4792	4319	4317
290	4054	4980	4527	4525
300	4286	5169	4735	4732
310	4534	5350	4943	4941
320	4800	5523	5149	5150
330	5067	5850	5412	5429
340	5358	6241	5773	5780
350	5675	6574	6143	6137
360	6057	6842	6506	6492
370	6637	7113	6836	6841
380	6859	7689	7191	7212
390	7116	8136	7571	7586
400	7426	8524	7954	7959
410	7793	8874	8336	8336
420	8225	9192	8707	8714
430	8611	9549	9055	9060
440	8850	9944	9364	9371
450	9107	10311	9676	9683
460	9379	10641	9989	9994
470	9667	10963	10302	10306
480	9974	11270	10617	10619
490	10284	11574	10927	10930
500	10621	11871	11237	11244
510	11001	12173	11551	11556
515	11155	12326	11719	11720
520	11277	12504	11891	11888
525	11397	12666	12076	12058
534	11607	12937	12425	12363
542	11776	13229	12697	12619
545	11831	13396	12778	12710
555	12017	13752	13019	12972
570	12282	14120	13322	13276
