labid,age,error,depth,cc
Core top,-40,1,0,0
GSC-4684,1140,80,87,1
GSC-6171,2570,120,215.5,1
GSC-4683,4440,90,325,1
Beta-66120,6000,60,370,1
GSC-5552,8120,140,425,1
GSC-5249,10000,160,512,1
GSC-5242,10800,190,538,1
GSC-5543,12200,220,551.2,1
