"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
3617,2265,"Sierra Bacha 1",8346,"Radiocarbon",3830,3830,3840,3820,3630,4030,"Anderson 1995",NA,TRUE,220,-112.57639,29.77083,0,200,1
