labid,age,error,depth,cc
Core top,-42,1,0,0
unassigned,-40,1,2,0
unassigned,-34,1,4,0
unassigned,-27,1,6,0
unassigned,-21,1,8,0
unassigned,-19,2,10,0
unassigned,-11,2,12,0
unassigned,-2,3,14,0
unassigned,20,6,16,0
unassigned,39,10,18,0
unassigned,44,11,20,0
unassigned,63,16,22,0
unassigned,68,18,24,0
Ambrosia rise,208,58,38,0
unassigned,440,90,42,1
unassigned,780,90,50,1
unassigned,1280,70,66,1
