depth	min	max	median	mean
1	-43	-39	-41	-41
3	-38	-34	-36	-36
5	-34	-28	-31	-31
7	-28	-24	-25	-25
9	-24	-17	-20	-20
11	-18	-10	-14	-14
13	-14	-1	-7	-7
15	-11	9	0	0
17	7	29	20	19
19	19	55	39	38
21	34	73	55	54
23	45	93	67	68
25	51	121	79	81
27	68	164	107	110
29	76	235	131	138
31	92	284	158	167
33	106	317	189	195
35	117	365	218	224
37	162	393	257	263
39	184	442	297	303
41	245	502	355	362
43	300	587	436	439
45	328	731	514	516
47	432	773	584	587
49	502	841	657	659
51	563	904	723	725
53	602	970	783	786
55	627	1086	839	846
57	706	1120	905	908
59	747	1172	974	969
61	817	1225	1034	1030
63	900	1259	1094	1091
65	944	1323	1160	1151
67	1045	1424	1245	1239
69	1088	1644	1314	1328
