depth	min	max	median	mean
0	-64	120	9	13
2.5	-1	325	140	147
4.5	22	554	237	254
6.5	39	790	333	361
8.5	56	1031	431	468
10.5	72	1269	527	575
12.5	88	1506	628	683
14.5	103	1743	727	790
15.5	147	1812	781	845
18.5	360	1859	969	1013
21.5	506	1922	1161	1181
24.5	615	2001	1364	1349
28.5	725	2175	1618	1574
32	1054	2316	1813	1779
36.5	1684	2434	2059	2052
40.5	2050	2673	2278	2294
44.5	2184	3043	2502	2537
48	2333	3288	2735	2751
52	2413	3571	3000	2995
56	2468	3964	3246	3240
60	2519	4436	3476	3485
64	3001	4491	3729	3743
68	3444	4570	3989	4000
72.5	3823	4697	4301	4290
76	4007	4825	4490	4472
80	4105	4894	4575	4558
84	4188	4997	4658	4643
88	4248	5122	4743	4728
92	4403	5226	4832	4830
96.5	4624	5303	4947	4962
100	4717	5436	5039	5064
104	4793	5654	5164	5181
108	4975	5918	5417	5423
112.5	5082	6388	5740	5742
116	5146	6855	5985	5990
120	5206	7414	6255	6274
124	5736	7487	6563	6576
128	6114	7582	6879	6878
132	6378	7728	7226	7180
136	6698	7940	7514	7465
138	7039	7983	7607	7582
140	7326	8050	7704	7699
142	7512	8137	7818	7816
144	7591	8317	7926	7933
146	7641	8595	8021	8050
