labID,	age,	error,	depth,	cc
Core top,	-37,	1,	0,	0
TO-9238,	710,	50,	41.5,	1
TO-9239,	2690,	80,	104.5,	1
GSC-5665,	4320,	90,	212.5,	1
GSC-5664,	7310,	140,	407.5,	1
GSC-5638,	8880,	200,	607.5,	1
GSC-4577,	9870,	170,	707,	1
