"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
1840,1781,"Otto Mielke Lake",5176,"Lead-210",-32,0.75,290,-40,-32,-32,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5177,"Lead-210",-10,5.75,290,-40,-10,-10,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5178,"Lead-210",7,8.75,290,-40,7,7,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5179,"Lead-210",24,11.25,290,-40,24,24,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5180,"Lead-210",43,14.25,290,-40,43,43,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5181,"Lead-210",46,14.75,290,-40,46,46,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5182,"Lead-210",50,15.25,290,-40,50,50,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5183,"Lead-210",54,15.75,290,-40,54,54,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5184,"Lead-210",62,16.75,290,-40,62,62,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
1840,1781,"Otto Mielke Lake",5185,"Lead-210",79,19.25,290,-40,79,79,"NAPD 1","Chron uses 10 Pb210 dates from top 10 of 13 samples.",TRUE,495,-89.62886,-89.62303,18,0,1
