labid,age,error,depth,cc
Core top,-44,10,0,0
CAMS 75223,130,40,50.5,1
CAMS 78177,270,130,71.5,1
CAMS 86845,1175,40,78.5,1
CAMS 75224,1170,40,85.5,1
CAMS 78178,1200,40,98.5,1
CAMS 63815,1290,50,150.5,1
