depth	min	max	median	mean
30	-10	155	59	62
35	-4	174	77	79
40	1	199	94	95
45	28	207	111	112
50	45	218	128	128
55	57	232	146	145
60	65	253	163	162
65	119	268	185	187
70	149	293	210	212
90	214	601	337	355
110	278	1029	498	537
130	355	1397	666	720
150	441	1732	840	905
170	543	2057	1016	1090
190	639	2373	1190	1275
210	743	2689	1365	1460
230	848	2985	1540	1643
250	954	3289	1714	1828
270	1063	3604	1884	2012
290	1174	3895	2056	2194
310	1294	4174	2228	2378
330	1406	4473	2396	2562
350	1521	4766	2569	2746
370	1638	5029	2747	2930
390	1767	5321	2937	3125
410	1954	5684	3211	3398
420	2048	5935	3387	3568
430	2175	6128	3555	3739
440	2266	6373	3732	3910
450	2421	6571	3906	4080
470	2659	7004	4256	4418
490	2891	7423	4598	4754
510	3137	7850	4940	5093
530	3390	8247	5284	5433
550	3631	8677	5621	5770
590	4164	9506	6303	6446
610	4413	9910	6644	6788
710	5737	11988	8341	8478
810	7051	14018	10027	10176
910	8415	16075	11705	11868
1010	9947	18169	13541	13720
