labID,	age,	error,	depth,	cc
Core top,	-34,	1,	0,	0
GSC-3910,	2050,	90,	97.5,	1
GSC-3906,	3050,	140,	197.5,	1
GSC-3903,	4690,	160,	297.5,	1
GSC-3902,	6280,	120,	397.5,	1
GSC-3992,	8310,	140,	437.5,	1
GSC-3898,	9950,	150,	497.5,	1
