"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
1800,1742,"Nicol Lake",4999,"Core top",0,0,2220,0,-20,20,"COHMAP chron 1","39.5 cm core from a sedge meadow at the forest limit. One C-14 date, no evidence of cultural disturbance at the top of the core. Age bounds for application of the model: top = 0; bottom = 2220.",TRUE,348,-103.48333,61.58333,20,0,1
1800,1742,"Nicol Lake",5000,"Radiocarbon",2220,39.5,2220,0,2160,2280,"COHMAP chron 1","39.5 cm core from a sedge meadow at the forest limit. One C-14 date, no evidence of cultural disturbance at the top of the core. Age bounds for application of the model: top = 0; bottom = 2220.",TRUE,348,-103.48333,61.58333,60,1,1
