"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1800,1742,"Nicol Lake",4999,"Core top",0,0,2220,0,-20,20,20,0
1800,1742,"Nicol Lake",5000,"Radiocarbon",2220,39.5,2220,0,2160,2280,60,1
