depth	min	max	median	mean
0	-79	200	54	56
5	-43	291	104	110
10	-26	447	146	164
15	-14	620	185	219
20	-6	801	224	273
25	37	841	286	328
30	60	901	349	383
50	164	1175	575	601
55	185	1248	635	655
60	202	1335	689	709
65	266	1369	748	764
75	328	1457	868	874
80	351	1525	926	928
85	429	1553	981	983
95	522	1635	1098	1093
105	644	1735	1208	1202
130	1015	1919	1470	1471
140	1131	2017	1576	1577
150	1226	2133	1681	1682
160	1279	2363	1773	1787
170	1382	2445	1886	1892
180	1438	2612	1989	1998
195	1588	2745	2154	2156
210	1740	2887	2314	2314
220	1803	3003	2422	2418
230	1949	3071	2523	2521
240	2022	3178	2633	2624
250	2203	3236	2732	2729
260	2294	3341	2841	2835
268	2406	3407	2924	2920
270	2422	3432	2946	2941
278	2475	3580	3026	3027
280	2485	3632	3045	3048
290	2564	3802	3141	3152
