labid,age,error,depth,cc
Core top,-46,48,0,0
OS-15679,540,30,81,1
WW-1284,540,50,141,1
OS-15680,885,35,161,1
OS-15681,1150,25,211,1
WW-1589,990,40,225,1
OS-17242,1230,30,229,1
OS-15689,1530,70,297,1
OS-17508,2450,256,331,1
