depth	min	max	median	mean
383.5	-64	9	-33	-32
400	-38	259	23	44
432	32	718	145	195
464	235	2007	647	766
496	760	5512	2207	2453
528	1455	8550	3766	4138
560	2293	11345	5465	5841
592	3110	14264	7158	7510
624	4032	17042	8925	9237
656	4843	20115	10716	11020
688	6626	24604	13258	13608
714.5	8245	27976	15511	15923
752	10471	33903	18597	19111
784	12272	38307	21332	21846
816	14390	42802	23987	24543
848	16244	47755	26761	27263
878	17865	52089	29391	29825
912	20002	55667	32375	32776
946	22824	57520	35695	36032
975	24913	59089	38467	38789
1008	27677	60887	41738	41974
1040	29616	62918	44900	45044
1072	31897	64622	48101	48090
1104	34235	66910	51225	51173
1136	36124	68926	54242	54223
1168	38808	70842	57080	57120
1200	40600	72570	59083	59073
1232	43090	74640	61034	61012
1264	45393	76410	62948	62903
1292	47246	77834	64541	64527
1328	49946	79928	66693	66680
1360	52390	81518	68578	68574
1388.5	54636	82956	70185	70290
1424	57486	85081	72335	72410
1456	59752	87056	74199	74320
1488	62406	88927	76036	76228
1520	64498	90584	77874	78004
1552	66243	92336	79592	79749
1600	68835	95095	82216	82388
1616	69893	95969	83087	83269
1648	71596	97802	84757	84951
1696	74268	100426	87316	87473
1728	75853	102236	89011	89165
1760	77369	104189	90724	90841
1792	78901	105687	92349	92499
1824	80763	107635	93991	94160
1856	82619	109359	95671	95832
1888	84000	111171	97377	97485
1920	85506	113047	98955	99133
1949	87253	114648	100501	100665
1957	87517	115058	100909	101080
