labid,age,error,depth,cc
Core top,-34,14,382,0
Biostratigraphic_ pollen,100,40,448,0
Radiocarbon_ reservoir correction,1680,140,655,1
Radiocarbon_ reservoir correction,3310,160,900,1
Radiocarbon_ reservoir correction,5440,160,1165,1
Radiocarbon_ reservoir correction,8360,180,1494,1
Radiocarbon_ reservoir correction,10290,220,1622,1
WIS-1735,11630,120,1962,1
