"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
48854,27303,"Lake Fork Canyon",106761,"Lead-210",-17,3.5,4020,-70,-22,-12,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,5,0,1
48854,27303,"Lake Fork Canyon",106769,"Radiocarbon",1900,20,4020,-70,1885,1915,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,15,1,1
48854,27303,"Lake Fork Canyon",106752,"Lead-210",50,5,4020,-70,0,100,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,50,0,1
48854,27303,"Lake Fork Canyon",106773,"Radiocarbon",3220,69,4020,-70,3160,3280,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,60,1,1
48854,27303,"Lake Fork Canyon",106753,"Lead-210",-58,0.5,4020,-70,-62,-54,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,4,0,1
48854,27303,"Lake Fork Canyon",106764,"Radiocarbon",1330,17,4020,-70,1300,1360,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,30,1,1
48854,27303,"Lake Fork Canyon",106768,"Radiocarbon",1545,45,4020,-70,1530,1560,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,15,1,1
48854,27303,"Lake Fork Canyon",106776,"Radiocarbon",3710,94,4020,-70,3655,3765,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,55,1,1
48854,27303,"Lake Fork Canyon",106777,"Radiocarbon",3670,98.5,4020,-70,3650,3690,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,20,1,1
48854,27303,"Lake Fork Canyon",106754,"Lead-210",-34,2.5,4020,-70,-46,-22,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,12,0,1
48854,27303,"Lake Fork Canyon",106771,"Radiocarbon",2380,54.5,4020,-70,2345,2415,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,35,1,1
48854,27303,"Lake Fork Canyon",106775,"Radiocarbon",3340,91,4020,-70,3325,3355,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,15,1,1
48854,27303,"Lake Fork Canyon",106756,"Radiocarbon",1840,8,4020,-70,1810,1870,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,30,1,1
48854,27303,"Lake Fork Canyon",106767,"Radiocarbon",935,41,4020,-70,910,960,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,25,1,1
48854,27303,"Lake Fork Canyon",106757,"Radiocarbon",1025,9,4020,-70,1010,1040,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,15,1,1
48854,27303,"Lake Fork Canyon",106755,"Lead-210",-50,1.5,4020,-70,-54,-46,"Roos","Age model is the author's own, produced with the CLAM command line: clam(""LFC3C"", outliers=c(2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,26,29))",FALSE,2457,-106.7287,-106.7287,4,0,1
