"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
7837,6480,"Roberts Creek CCLH-2",5952,"Radiocarbon",2050,5,2230,1870,1870,2230,"NAPD 1",NA,FALSE,308,-91.50028,42.98611,0,180,1
