labid,age,error,depth,cc
Core top,-23,25,0,0
I-6964,1555,130,60,1
I-6965,4715,100,135,1
Tephra,6730,100,245,0
I-6966,8275,135,310,1
I-6967,10340,155,460,1
I-5816,11230,230,517.5,1
