labid,age,error,depth,cc
Core top,0,30,0,0
Beta-34704,1480,90,45,1
Beta-33968,2530,90,145,1
Beta-33969,3880,100,245,1
Beta-33970,4660,100,360,1
Beta-35352,6520,100,419,1
Beta-31538,7660,100,449,1
