"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",678,660,"Lac Demain",1843,"Core top",-32,0,-32,0,16,0
"2",678,660,"Lac Demain",1844,"Radiocarbon",2570,47.5,2500,2640,70,1
"3",678,660,"Lac Demain",1845,"Radiocarbon",3380,72.5,3310,3450,70,1
"4",678,660,"Lac Demain",1846,"Radiocarbon",6450,102.5,6360,6540,90,1
"5",678,660,"Lac Demain",1847,"Radiocarbon",7620,123.5,7440,7800,180,1
"6",678,660,"Lac Demain",1848,"Radiocarbon",10500,194.5,10300,10700,200,1
