labid,age,error,depth,cc
Core top,0,50,0,0
GSC-3158,3110,70,30,1
GSC-3153,4820,80,65,1
GSC-3140,7040,80,115,1
GSC-3109,8680,150,150,1
GSC-3093,9000,130,175,1
GSC-3022,10400,140,198.5,1
