depth	min	max	median	mean
0	-3	3	0	0
20	38	995	368	408
40	261	1352	804	802
60	702	1613	1222	1202
80	1348	2276	1697	1727
100	1608	3303	2269	2320
120	1994	3878	2929	2931
140	2541	4268	3564	3520
160	3545	4571	4142	4118
180	3984	4949	4481	4477
200	4197	5245	4723	4725
220	4431	5504	4968	4968
240	4689	5735	5210	5209
260	4991	5938	5447	5454
280	5275	6346	5733	5755
300	5501	7169	6097	6157
320	5721	7789	6493	6562
340	5966	8440	6896	6977
360	6218	8971	7304	7383
380	6490	9526	7711	7792
400	6764	10063	8117	8199
