labid,age,error,depth,cc
Core top,-61,1,0,0
Ambrosia rise,220,10,9,0
Beta-238781,970,30,21,1
Beta-352953,1110,30,34,1
Beta-328782,2200,30,41,1
Beta-328783,3850,30,83,1
