depth	min	max	median	mean
0	-43	-37	-40	-40
2	246	497	393	388
4	532	1033	826	815
6	818	1569	1259	1243
8	1105	2105	1692	1670
10	1392	2642	2125	2098
12	1828	2719	2324	2310
14	2069	2903	2530	2523
16	2197	3293	2735	2735
20	2337	4253	3109	3160
24	2662	4371	3445	3464
28	2824	4580	3808	3767
32	3229	4793	4100	4070
36	3849	4920	4374	4371
40	4239	5205	4668	4672
44	4463	5499	4957	4968
48	4576	6097	5236	5265
52	4801	6492	5514	5558
56	4985	6643	5864	5849
60	5108	6929	6190	6139
64	5800	7005	6464	6444
68	6390	7137	6738	6749
72	6694	7627	7081	7106
76	6800	8868	7405	7513
80	6868	10107	7725	7920
84	7119	10578	8152	8327
88	7252	11402	8527	8735
