depth	min	max	median	mean
2	-47	-21	-39	-38
4	-46	5	-31	-29
5	-45	18	-28	-24
8	-44	57	-16	-10
10	-44	83	-8	-1
12	-43	109	0	8
14	-42	135	8	18
15	-42	148	12	22
17	-34	153	21	31
20	-27	164	37	45
25	-19	188	63	68
29	-14	220	80	86
30	-12	229	84	91
35	9	242	109	114
40	23	260	133	136
60	101	363	219	226
80	207	464	335	334
101	336	569	470	461
120	430	829	606	614
130	524	892	696	701
140	607	978	787	793
150	675	1107	894	890
160	779	1155	990	983
180	1015	1278	1183	1171
200	1192	1372	1297	1296
220	1327	1575	1450	1449
230	1397	1653	1523	1518
250	1521	1749	1626	1630
280	1629	1888	1746	1751
310	1738	2073	1891	1894
345	1880	2290	2063	2069
