depth	min	max	median	mean
0	-35	-29	-32	-32
10	-32	44	-16	-10
20	-31	120	0	12
40	-21	188	47	57
121	110	395	233	238
143	166	486	303	309
160	200	624	364	376
200	288	936	526	549
258	439	1287	775	798
300	559	1542	950	976
355	734	1834	1189	1213
420	942	2190	1463	1491
460	1075	2410	1637	1664
500	1218	2615	1807	1835
565	1460	2939	2087	2116
600	1584	3114	2235	2266
695	1947	3575	2645	2674
740	2114	3793	2835	2867
780	2279	3983	3001	3036
835	2502	4257	3252	3286
860	2594	4415	3378	3412
934	2893	4874	3749	3785
