labid,age,error,depth,cc
I-5435,9150,150,431,1
I-5436,10080,170,489,1
Q-1081,10534,200,497,1
I-5437,11040,165,508,1
I-5438,11270,165,552,1
Q-1082,11722,220,596,1
I-5440,12240,170,718,1
Q-1083,13350,270,777,1
I-5441,13510,190,808,1
I-5910,13670,210,850,1
I-5442,14720,210,892,1
I-5443,20500,400,965,1
