depth	min	max	median	mean
1	-37	57	-10	-5
10	-10	870	207	268
15	3	1326	329	419
20	15	1782	451	570
30	192	1963	860	911
40	284	2337	1234	1252
50	595	2450	1532	1526
60	767	2713	1814	1800
70	1032	2842	2143	2094
75	1105	2942	2314	2241
80	1173	3077	2473	2388
85	1628	3100	2602	2542
95	2452	3182	2862	2850
100	2707	3289	3010	3004
105	2871	3327	3093	3091
115	3006	3535	3267	3266
120	3045	3726	3346	3353
125	3150	3814	3454	3462
135	3253	4123	3679	3681
145	3457	4389	3884	3896
150	3585	4443	3998	4003
155	3676	4537	4114	4109
160	3739	4676	4221	4215
170	4078	4817	4440	4439
180	4205	5165	4656	4663
190	4521	5233	4881	4882
200	4670	5405	5126	5101
210	5029	5485	5332	5307
220	5151	5877	5512	5514
240	5383	6677	5903	5947
260	5632	7105	6356	6359
280	5964	7475	6819	6782
300	6433	7707	7278	7223
320	7376	7870	7678	7665
340	7706	8271	7909	7932
360	7803	8683	8102	8137
380	7905	8984	8295	8338
400	8021	9308	8492	8538
420	8142	9580	8696	8738
