labid,age,error,depth,cc
Core top,-35,5,0,0
Beta-16971,2920,90,102.5,1
NSRL-10838,3040,100,113.5,1
Beta-16972,3940,100,167.5,1
NSRL-10837,4620,40,211.5,1
NSRL-10839,6970,50,328.5,1
