labid,age,error,depth,cc
Core top,-48,1,0,0
Beta-124988,180,70,1,1
Beta-131372,430,50,47.5,1
Beta-131373,430,50,147.5,1
Beta-173982,2060,40,208,1
Beta-173983,3530,40,242.5,1
Beta-131374,3680,30,257.5,1
Beta-131375,3670,60,302.5,1
Beta-128699,4380,40,412.5,1
Beta-128700,5770,40,799,1
