"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
503,491,"Conroy Lake",1386,"Annual laminations (varves)",7,7,NA,NA,4,9,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1387,"Annual laminations (varves)",14,14,NA,NA,11,16,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1388,"Annual laminations (varves)",21,21,NA,NA,18,23,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1389,"Annual laminations (varves)",28,28,NA,NA,25,30,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1390,"Annual laminations (varves)",35,35,NA,NA,32,37,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1391,"Annual laminations (varves)",42,42,NA,NA,39,44,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1392,"Annual laminations (varves)",49,49,NA,NA,46,52,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,3,0,1
503,491,"Conroy Lake",1393,"Annual laminations (varves)",56,56,NA,NA,53,58,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1394,"Annual laminations (varves)",63,63,NA,NA,60,65,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1395,"Annual laminations (varves)",70,70,NA,NA,67,72,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
503,491,"Conroy Lake",1396,"Annual laminations (varves)",77,77,NA,NA,75,79,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2,0,1
503,491,"Conroy Lake",1397,"Annual laminations (varves)",84,84,NA,NA,81,86,"NAPD 2","varve years.",FALSE,137,-67.88333,46.28333,2.5,0,1
