labid,age,error,depth,cc
Core top,-52,5,0,0
Pre-EuroAmerican settlement horizon,43,50,17.5,0
OS-62772,745,30,39,1
Beta216076,910,40,50.5,1
AA-64662,1334,46,69.5,1
OS-62760,1430,35,89,1
OS-57496,1450,40,104,1
OS-62732,1930,35,134,1
AA-64663,2288,48,144.5,1
OS-62573,2450,45,164,1
OS-62733,2840,35,197,1
OS-62734,3710,40,264,1
