labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
Other dating methods,	2890,	1,	10.5,	0
Other dating methods,	3625,	1,	35.5,	0
UQ-58,	3765,	155,	80.5,	1
QU-791,	4960,	90,	125.5,	1
