depth	min	max	median	mean
1	0	33	9	11
5	4	161	44	54
9	20	227	86	95
13	42	284	127	137
17	67	342	170	178
21	95	396	211	219
25	119	451	252	260
29	155	493	295	302
33	192	545	336	344
37	225	592	376	384
41	260	648	415	425
45	296	702	455	466
49	341	750	494	506
53	388	796	533	548
57	436	840	571	589
61	485	890	608	630
65	539	931	644	672
69	593	1013	727	751
73	652	1098	816	833
77	712	1185	902	916
81	780	1264	988	998
85	846	1353	1072	1082
89	973	1598	1257	1262
93	1129	1816	1447	1454
97	1323	2017	1637	1647
101	1467	2262	1835	1840
105	1568	2681	2010	2038
