depth	min	max	median	mean
0.5	-39	153	13	24
1.5	16	208	77	86
2.5	64	267	141	148
3.5	109	330	206	210
4.5	155	396	271	272
5.5	197	465	334	333
6.5	239	540	397	395
7.5	280	615	460	457
8.5	319	692	524	519
9.5	358	768	587	581
10.5	398	849	650	643
11.5	437	930	712	704
12.5	475	1009	775	766
13.5	513	1090	837	828
14.5	552	1171	900	890
15.5	612	1218	954	944
16.5	689	1239	1001	990
17.5	762	1262	1047	1036
18.5	833	1282	1093	1083
19.5	904	1305	1139	1129
24.5	1208	1510	1363	1360
29.5	1366	1858	1584	1592
34.5	1956	2328	2144	2143
40	2366	3134	2792	2788
