labid,age,error,depth,cc
Core top,0,100,1380,0
Q-2189,1450,90,1422.5,1
Q-2190,2850,90,1472.5,1
Q-2191,3495,95,1522.5,1
Q-2192,4750,70,1572.5,1
GSC-3241,6500,100,1635,1
