labid,age,error,depth,cc
Core top,0,40,0,0
Beta-43430,3390,90,25,1
Beta-40573,4550,100,50,1
Beta-43431,6000,110,90,1
Beta-40574,8080,130,115,1
Beta-40575,8140,110,145,1
ETH-9207,9705,90,177.5,1
Beta-40576,10450,100,200,1
Beta-40577,12150,110,250,1
