labID,	age,	error,	depth,	cc
Lead-210,	-27,	1,	0.75,	0
Lead-210,	-15,	1,	1.75,	0
Lead-210,	7,	1,	2.75,	0
Lead-210,	36,	1,	3.75,	0
Lead-210,	54,	1,	4.75,	0
Lead-210,	66,	1,	5.75,	0
Lead-210,	76,	1,	6.75,	0
Lead-210,	88,	1,	7.75,	0
