depth	min	max	median	mean
12	12	550	184	213
20	68	745	397	400
30	261	908	647	629
40	715	1094	883	883
50	998	1353	1201	1195
58	1219	1929	1559	1564
62	1389	2142	1731	1741
70	1742	2341	2098	2084
90	2342	2884	2672	2649
100	2513	3017	2846	2828
130	2869	3313	3118	3112
150	3100	3479	3308	3304
170	3269	3773	3506	3512
180	3368	3894	3614	3619
190	3472	4002	3719	3724
200	3594	4114	3837	3842
210	3706	4260	3983	3983
224	3935	4424	4188	4186
230	4005	4497	4278	4273
240	4101	4654	4388	4388
