depth	min	max	median	mean
0	-51	-39	-45	-45
5	-31	342	104	117
10	-17	730	253	279
20	171	951	614	595
30	739	1138	915	914
40	898	1906	1290	1324
50	1186	2191	1781	1753
60	1961	2332	2186	2180
70	2091	2657	2349	2357
80	2233	2832	2537	2536
90	2410	2968	2722	2711
100	2745	3093	2885	2890
110	2815	3287	3020	3028
120	2914	3445	3164	3168
130	3035	3574	3309	3307
140	3183	3679	3446	3441
150	3404	3794	3579	3581
160	3487	3937	3698	3702
170	3586	4063	3820	3820
180	3702	4172	3940	3938
190	3861	4265	4057	4058
200	3948	4400	4164	4166
210	4054	4528	4270	4274
220	4182	4665	4372	4381
