"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
795,775,"Ely Lake",2117,"Annual laminations (varves)",10,10,NA,NA,5,14,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,4.5,0,1
795,775,"Ely Lake",2118,"Annual laminations (varves)",50,50,NA,NA,45,54,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,4.5,0,1
795,775,"Ely Lake",2119,"Annual laminations (varves)",90,90,NA,NA,85,94,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,4.5,0,1
795,775,"Ely Lake",2120,"Annual laminations (varves)",120,120,NA,NA,110,129,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2121,"Annual laminations (varves)",140,140,NA,NA,130,149,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2122,"Annual laminations (varves)",180,180,NA,NA,170,189,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2123,"Annual laminations (varves)",220,220,NA,NA,210,229,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2124,"Annual laminations (varves)",300,300,NA,NA,290,309,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2125,"Annual laminations (varves)",380,380,NA,NA,370,389,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2126,"Annual laminations (varves)",460,460,NA,NA,450,469,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2127,"Annual laminations (varves)",540,540,NA,NA,530,549,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2128,"Annual laminations (varves)",620,620,NA,NA,610,629,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2129,"Annual laminations (varves)",680,680,NA,NA,670,689,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2130,"Annual laminations (varves)",700,700,NA,NA,690,709,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2131,"Annual laminations (varves)",720,720,NA,NA,710,729,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2132,"Annual laminations (varves)",780,780,NA,NA,770,789,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2133,"Annual laminations (varves)",860,860,NA,NA,850,869,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2134,"Annual laminations (varves)",940,940,NA,NA,930,949,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2135,"Annual laminations (varves)",1020,1020,NA,NA,1010,1029,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2136,"Annual laminations (varves)",1080,1080,NA,NA,1070,1089,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2137,"Annual laminations (varves)",1100,1100,NA,NA,1090,1109,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2138,"Annual laminations (varves)",1140,1140,NA,NA,1130,1149,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2139,"Annual laminations (varves)",1160,1160,NA,NA,1150,1169,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2140,"Annual laminations (varves)",1180,1180,NA,NA,1170,1189,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2141,"Annual laminations (varves)",1260,1260,NA,NA,1250,1269,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2142,"Annual laminations (varves)",1340,1340,NA,NA,1330,1349,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2143,"Annual laminations (varves)",1420,1420,NA,NA,1410,1429,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2144,"Annual laminations (varves)",1500,1500,NA,NA,1490,1509,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2145,"Annual laminations (varves)",1580,1580,NA,NA,1570,1589,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2146,"Annual laminations (varves)",1660,1660,NA,NA,1650,1669,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2147,"Annual laminations (varves)",1740,1740,NA,NA,1730,1749,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2148,"Annual laminations (varves)",1800,1800,NA,NA,1790,1809,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2149,"Annual laminations (varves)",1820,1820,NA,NA,1810,1829,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2150,"Annual laminations (varves)",1840,1840,NA,NA,1830,1849,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2151,"Annual laminations (varves)",1890,1890,NA,NA,1880,1899,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2152,"Annual laminations (varves)",1970,1970,NA,NA,1960,1979,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2153,"Annual laminations (varves)",2050,2050,NA,NA,2040,2059,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2154,"Annual laminations (varves)",2130,2130,NA,NA,2120,2139,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2155,"Annual laminations (varves)",2210,2210,NA,NA,2200,2219,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2156,"Annual laminations (varves)",2310,2310,NA,NA,2300,2319,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
795,775,"Ely Lake",2157,"Annual laminations (varves)",2370,2370,NA,NA,2360,2379,"NAPD 2","varve years.",FALSE,384,-75.83333,41.76667,9.5,0,1
