"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2578,2494,"Smoot Lake Bog",6687,"Radiocarbon",10260,864,14540,9340,9840,10680,420,1
2578,2494,"Smoot Lake Bog",6688,"Radiocarbon",14350,998,14540,9340,13730,14970,620,1
