labID,	age,	error,	depth,	cc
Core top,	-48,	50,	0,	0
NSRL-10559,	0,	1,	0,	1
NSRL-11065,	1600,	40,	22.5,	1
NSRL-11066,	1660,	40,	22.5,	1
NSRL-11067,	2810,	40,	124.5,	1
NSRL-11068,	3840,	40,	204.5,	1
NSRL-11069,	6230,	45,	340.5,	1
NSRL-11070,	7550,	75,	405,	1
NSRL-11071,	9390,	55,	449.5,	1
CAMS-76366,	10640,	170,	510.5,	1
NSRL-11059,	11200,	75,	547.5,	1
NSRL-11060,	10760,	75,	569.5,	1
