depth	min	max	median	mean
0	-72	-71	-72	-72
1	-2	10	4	4
18	1186	1396	1281	1286
40	1472	2265	1730	1768
60	1609	2540	2019	2031
83	1904	2756	2365	2353
100	2161	2921	2622	2595
127	2822	3157	2959	2967
150	2995	3735	3317	3332
170	3207	4072	3673	3669
190	3698	4273	4012	4005
210	4144	4625	4358	4365
242	4447	5795	4973	5008
265	4765	6275	5499	5499
284	5094	6625	5913	5902
309	5768	6994	6465	6444
334	6726	7206	6985	6981
359	7091	7996	7440	7466
384	7449	8346	7894	7894
399	7753	8599	8162	8157
414	8315	9466	8739	8782
428	8987	10219	9481	9518
443	9840	10699	10376	10344
458	10494	11499	10874	10909
473	10725	11975	11277	11297
483	10887	12276	11513	11535
495	11096	12449	11821	11813
504	11231	12612	12017	11999
513	11357	12689	12204	12159
523	11467	12812	12391	12322
535	11573	12891	12589	12475
541	11611	12954	12676	12546
553	11718	12999	12731	12622
562	11786	13046	12771	12676
573	11851	13096	12809	12728
