labID,	age,	error,	depth,	cc
Core top,	-30,	1,	0,	0
TO-248,	150,	50,	216,	1
WAT-1588,	1870,	70,	495,	1
WAT-1589,	3490,	70,	889,	1
WAT-1331,	3800,	80,	1035,	1
