depth	min	max	median	mean
29	107	392	245	246
33	146	432	286	285
37	183	473	326	325
41	215	506	365	365
45	249	544	408	406
49	303	571	451	447
53	353	597	492	487
57	407	621	531	527
61	464	650	573	567
65	527	673	613	608
69	569	846	681	690
73	627	954	767	774
77	694	1055	855	860
81	767	1132	947	947
85	833	1201	1040	1034
89	976	1240	1122	1120
93	1093	1415	1248	1245
103	1306	2079	1613	1633
105	1335	2198	1696	1716
109	1449	2352	1865	1875
113	1586	2508	2033	2036
117	1735	2653	2197	2196
121	1880	2787	2362	2355
125	2027	2934	2528	2514
129	2207	3030	2691	2673
133	2426	3134	2847	2829
137	2720	3228	2996	2989
