"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
26673,16766,"St. Jones River (SJB6)",61596,"Core top",-50,0,2860,-40,-51,-49,"Neotoma 1",NA,FALSE,-3,-75.44766,-75.44,0,1,0
