labID,	age,	error,	depth,	cc
Core top,	-35,	1,	0,	0
Beta-16109,	1980,	160,	159,	1
Beta-17186,	2920,	90,	183,	1
Beta-17187,	2660,	100,	210,	1
Beta-16110,	4850,	110,	295,	1
