"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1701,1646,"Maplehurst Lake",4560,"Core top",0,0,12500,0,-20,20,20,0
1701,1646,"Maplehurst Lake",4562,"Radiocarbon",5330,455,12500,0,5110,5550,220,1
1701,1646,"Maplehurst Lake",4563,"Radiocarbon",7690,600,12500,0,7520,7860,170,1
1701,1646,"Maplehurst Lake",4564,"Radiocarbon",9650,720,12500,0,9540,9760,110,1
1701,1646,"Maplehurst Lake",4565,"Radiocarbon",12500,762,12500,0,12320,12680,180,1
