labid,age,error,depth,cc
Core top,-17,19,0,0
Radiocarbon,1170,60,51,1
Radiocarbon,2000,55,79,1
Radiocarbon,2270,60,101,1
Radiocarbon,2450,60,117,1
Radiocarbon,4180,75,145,1
Radiocarbon,5140,75,172.5,1
Radiocarbon,6770,70,207.5,1
