depth	min	max	median	mean
0.5	-60	110	-7	1
1.5	-50	168	31	38
2.5	-43	247	65	74
3.5	-36	334	98	111
4.5	-31	426	130	148
5.5	-6	484	164	185
6.5	20	510	204	221
7.5	39	547	244	256
8.5	53	584	283	292
9.5	63	634	321	328
10.5	98	675	358	364
11.5	141	692	396	401
12.5	171	715	437	437
13.5	197	743	477	474
14.5	220	783	516	510
15.5	265	820	551	547
16.5	339	837	584	583
17.5	406	856	616	620
18.5	453	874	652	656
19.5	493	899	686	693
21	624	954	760	776
25	735	1454	1011	1036
29	960	1668	1345	1334
31	1192	1796	1511	1505
33	1452	1920	1704	1699
35	1574	2263	1880	1892
39	1809	2886	2279	2299
41	1961	3153	2472	2495
45	2165	3448	2899	2874
49	2815	3604	3273	3257
51	3130	3755	3458	3454
53	3381	3972	3645	3655
55	3461	4469	3816	3857
59	3659	5269	4206	4273
60.5	3724	5597	4345	4427
