labID,	age,	error,	depth,	cc
Core top,	-42,	1,	0,	0
Lead-210,	-31,	31,	2,	0
Lead-210,	-15,	15,	4,	0
Lead-210,	1,	1,	6,	0
Lead-210,	8,	8,	8,	0
Lead-210,	19,	19,	10,	0
Biostratigraphic_ pollen,	208,	208,	18,	0
unassigned,	2180,	170,	45,	1
