labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
I-8823,	5145,	155,	227.5,	1
I-8824,	5745,	235,	322.5,	1
I-8825,	8230,	270,	427.5,	1
I-8842,	9205,	385,	442.5,	1
I-8497,	9670,	190,	451.5,	1
