labid,age,error,depth,cc
WIS-1737,1600,70,52.5,1
WIS-1738,2500,70,152.5,1
WIS-1360,2870,70,253,1
WIS-1739,4000,70,422.5,1
WIS-1361,4630,70,523,1
WIS-1740,4820,70,582.5,1
WIS-1741,5510,80,652.5,1
WIS-1362,6700,80,753,1
WIS-1742,7340,80,822.5,1
WIS-1743,8250,90,942.5,1
WIS-1363,8730,90,983,1
