labid,age,error,depth,cc
ISGS-1052,9240,80,191.5,1
ISGS-1066,10170,70,258.75,1
ISGS-1119,10760,170,313,1
ISGS-1068,11930,90,352.5,1
ISGS-1055,13510,160,442.5,1
