labid,age,error,depth,cc
Core top,-56,1,0,0
unassigned,-52,1,2,0
unassigned,-25,1,3,0
unassigned,27,8,4,0
Beta229045,1640,40,21.5,1
Beta229041,2340,40,34.5,1
