labid,age,error,depth,cc
Core top,0,20,0,0
Biostratigraphic_ pollen,100,50,30,0
DIC-503,5830,95,132.5,1
DIC-501,6600,180,206,1
DIC-504,8570,195,297.5,1
DIC-505,9760,165,412.5,1
DIC-506,10260,200,502.5,1
DIC-508,11350,305,702.5,1
DIC-509,13070,370,790,1
DIC-510,14890,380,905,1
