"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",1603,1559,"Lake LT1",3924,"Core top",0,0,-30,30,30,0
"2",1603,1559,"Lake LT1",3925,"Radiocarbon",3600,20,3380,3820,220,1
"3",1603,1559,"Lake LT1",3926,"Radiocarbon",5740,45,5480,6000,260,1
"4",1603,1559,"Lake LT1",3927,"Radiocarbon",5170,60,4930,5410,240,1
"5",1603,1559,"Lake LT1",3928,"Radiocarbon",5910,75,5590,6230,320,1
