"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
851,825,"Frenchmens Bay",2384,"Core top",-35,0,2620,-30,-35,-15,10,0
851,825,"Frenchmens Bay",2385,"Radiocarbon",2750,315,2620,-30,2610,2890,140,1
